title,price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model,date_posted
Amazing 2012 V6 Porsche Panamera,"105,000",157000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2012,Grey, Abu Dhabi,Standard,porsche,panamera,08/05/2022
"1,761 P.M | XF Portfolio | 0% Downpayment | Low Mileage!","89,900",45000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016,Blue, Dubai,Portfolio,jaguar,xf,09/05/2022
AED 1723 PM | 0% DP | 1.6L GT LINE 2020 GCC AGENCY WARRANTY,"89,900",1344,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2020,Blue, Dubai,GT Line,peugeot,308,24/02/2022
charger 2018 v8 HIMI,"79,000",97000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,North American Specs,Unknown,Gasoline,Left Hand Side,2018,Brown, Sharjah,Other,dodge,charger,23/04/2022
"EXCLUSIVE OFFER • 1,095x60PM • 2017 Lincoln MKZ 2.0L • Lincoln Warranty  Service Contract • GCC","69,000",57000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017,White, Dubai,Standard,lincoln,mkz,09/05/2022
CHEVROLET AVEO MODEL 2009 GCC SPECS LESS KM REF.9859,"13,000",85000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2009,Blue, Dubai,Base,chevrolet,aveo,14/03/2022
"EXCLUSIVE OFFER • 3,395x60 • 2016 Range Rover Sport HSE 3.0L 340hp V6 • Warranty  Service Avail","209,000",68000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016,White, Dubai,HSE,land-rover,range-rover-sport,06/05/2022
AED1320/month | 2020 Hyundai Sonata 2.5L | GCC Specifications | Ref#10040,"88,000",26602,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2020,Silver, Dubai,Other,hyundai,sonata,23/04/2022
Inspected Car | 2010 Land Rover LR4 HSE 3.0L | GCC Specifications | Ref#12966,"28,000",255959,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2010,White, Dubai,HSE,land-rover,lr4,12/05/2022
2018 FERRARI | 488GTB | GCC | DEALER WARRANTY UNTIL NOVEMBER 2022,"775,000",29000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2018,Red, Dubai,GTB,ferrari,488,23/02/2022
VINTAGE PRADO FOR SALE WELL MAINTAINED,"28,000",200000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Manual Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,1998,White, Dubai,VXR,toyota,land-cruiser,12/05/2022
BENZ ML 350,"18,000",150000,Perfect inside and out,"Minor faults, all fixed",Owner,SUV,6,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2005,Red,Dubai,ML 350,mercedes-benz,m-class,26/04/2022
Audi Q5 2014 Model GCC Spec Super Clean Single hand Used Car For Sale,"44,500",128000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2014,Blue, Dubai,SQ5 Quattro,audi,q5,27/04/2022
honda cr-v,"72,000",20000,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2021,Blue, Sharjah,Other,honda,cr-v,10/05/2022
SRT  // 6.4 L // SCATPACK,"65,000",74000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,North American Specs,400 - 500 HP,Gasoline,Left Hand Side,2016,Grey, Sharjah,SRT 392,dodge,charger,04/06/2021
"2017 BMW Alpina B7 xDrive, ( 1 of 31 ) BMW Warranty-Service Contract-Service History, Warranty, GCC","325,000",93031,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2017,Green, Dubai,Alpina B7,bmw,7-series,21/04/2022
Inspected car | 2013 BMW 650i 4.4L | GCC specifications | Ref#1325,"89,000",107598,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2013,Silver, Dubai,650i,bmw,6-series,16/12/2021
Ford Mustang Manual Transmission .,"32,000",85000,Perfect inside and out,Perfect inside and out,Owner,Coupe,6,Manual Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2013,Black, Abu Dhabi,V6,ford,mustang,13/05/2022
"GOLF R 2016 GCC SPECS,monthly installment 1,395 AED","69,000",189000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016,White, Sharjah,4motion,volkswagen,golf,12/05/2022
AED4217/month | 2018 Cadillac Escalade 6.2L | GCC Specifications | Ref#8458,"230,000",53540,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2018,Black, Dubai,Other,cadillac,escalade,12/03/2022
MERCEDES-BENZ GLE53 AMG 2022 Black,"490,000",0,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Automatic Transmission,European Specs,500 - 600 HP,Gasoline,Left Hand Side,,Black, Dubai,Other,mercedes-benz,gle-coupe,23/04/2022
GT PREMIUM{MONTHLY 1650/-}FULL OPTION/ORIGINAL SEATS AND RIMS,"99,000",59400,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,8,Automatic Transmission,North American Specs,400 - 500 HP,Gasoline,Left Hand Side,2019,Silver, Dubai,GT Premium,ford,mustang,07/05/2022
1000% FREE ACCIDENT.AGENCY MAINTENANCE/NISSAN PATROL SE PLATINUM/GCC SPECS.DIRECT OWNER/LOW MILEAGE/,"115,000",95000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2014,Gold, Dubai,SE Platinum City,nissan,patrol,09/02/2022
Single Owner Used - V.XR Limited - Good Condition,"44,000",335000,"Normal wear & tear, a few issues","Minor faults, all fixed",Owner,SUV,8,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2007,Black, Dubai,VXR,toyota,land-cruiser,19/04/2022
Mazda 3 2016 White GCC Top Option Full Service History European Lady Owner No Accident,"42,000",144000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016,White, Dubai,Other,mazda,3,12/05/2022
Kia Optima EX 2016 Full Options Panoramic Roof,"48,000",70000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,North American Specs,150 - 200 HP,Gasoline,Left Hand Side,2016,Black, Sharjah,EX,kia,optima,09/05/2022
2017 Bentley Bentayga Signature Edition W12,"438,000",123000,Perfect inside and out,Perfect inside and out,Dealer,SUV,12,Automatic Transmission,European Specs,500 - 600 HP,Gasoline,Left Hand Side,2017,White, Dubai,First Edition,bentley,bentayga,09/03/2022
TOYOTA CAMRY LE 2011 USA V6 CLEN CAR NO ACCIDENT USA FULLOPSHON,"21,000",153000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2011,Gold, Sharjah,GLI Limited,toyota,camry,03/05/2022
"EXCLUSIVE OFFER • 2,585x60PM • 2015 BMW X5 35i 3.0L 301hp 7 Seat Option • GCC","129,000",80000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015,White, Dubai,xDrive35i,bmw,x5,05/05/2022
"AED12,303/month | 2015 Porsche 911 Carrera GTS 3.8L | Full Porsche Service | GCC Specs | Ref#390","345,000",52267,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2015,Red, Dubai,GTS,porsche,carrera,18/01/2022
MERCEDES BENZ S550L !! FRESH JAPAN IMPORTED LOW MILEAGE,"45,000",79000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,Japanese Specs,500 - 600 HP,Gasoline,Left Hand Side,2008,White, Dubai,S 550,mercedes-benz,s-class,23/03/2021
2012 Jaguar XF luxury-sports 85000 Kms All New Tyers  Battery in immaculate condition,"39,500",85000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2012,Gold, Dubai,Premium Luxury Sport Pack,jaguar,xf,10/05/2022
2020 MODEL TOYOTA  COASTER HIGH  ROOF S.SPL 4.2L DIESEL 23 SEAT MANUAL TRANSMISSION BUS,"178,000",0,Perfect inside and out,Perfect inside and out,Dealer,Other,4,Manual Transmission,GCC Specs,200 - 300 HP,Diesel,Left Hand Side,2020,White, Dubai,Other,toyota,other,16/02/2022
2021 Nissan Patrol Super Safari 4.8L – V6,"158,995",71000,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021,Black, Dubai,Super Safari,nissan,patrol,05/04/2022
FORD EXPLORER 2014 GCC SPECS CLEAN CAR,"44,000",150000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2014,Grey, Dubai,XLT,ford,explorer,20/04/2022
BMW X5 M50i ( Ref# 118583),"404,000",34360,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2020,Black, Dubai,Other,bmw,x5,06/04/2022
Toyota RAV 4.2021.Gcc,"115,000",28000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2021,White, Sharjah,EXR,toyota,rav-4,21/04/2022
* EXPORT ONLY * Brand New 2021 Mitsubishi Pajero 3.8L GLS Full Option,"102,000",0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021,White, Dubai,GLS Top 5 Door,mitsubishi,pajero,01/05/2021
Ferrari 488 GTB 2017 GCC Warranty 11/2022 and Service Contract until 8/2024,"699,000",45590,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2017,Blue, Dubai,GTB,ferrari,488,24/03/2022
2021 | Porsche | Cayenne GTS | GCC Spec | With Warranty,"555,000",19250,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2021,White, Dubai,GTS,porsche,cayenne,16/03/2022
Inspected Car | 2010 Land Rover LR4 HSE 3.0L | GCC Specifications | Ref#12893,"39,999",219418,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2010,Red, Abu Dhabi,HSE,land-rover,lr4,27/04/2022
2019 TOYOTA CAMRY,"60,000",36895,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,North American Specs,Unknown,Gasoline,Left Hand Side,2019,Silver, Ajman,LE,toyota,camry,11/05/2022
AED4197/month | 2020 Cadillac Escalade Platinum 6.2L | GCC Specifications | Ref#7107,"275,000",25652,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2020,Grey, Dubai,Platinum,cadillac,escalade,03/03/2022
Nissan Altima SV 2016 Gcc Mid Option Accident Free Original Pants,"33,000",204000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016,Grey, Dubai,SV,nissan,altima,12/05/2022
FOR SALE MITSUBISHI L200 DOUBLE CABIN PICKUP MODEL-2019 SPECS-GCC,"48,000",142350,Perfect inside and out,Perfect inside and out,Owner,Pick Up Truck,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2019,White, Abu Dhabi,Standard,mitsubishi,l200,08/05/2022
Top of the Range Ghibli SQ4 | Agency warranty | Agency Service contract,"182,000",55000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2017,Black, Dubai,S Q4,maserati,ghibli,29/04/2022
Ford Taurus 2014M V6 3.6L Mid Option In Excellent Condition,"29,000",84000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2014,Purple, Dubai,SEL,ford,taurus,10/01/2022
AED2657/month| 2018 Audi A5 S-Line 40 TFSI 2.0L | Full Audi Service | GCC Specs | Ref#7006,"144,900",57054,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2018,Silver, Dubai,S-line,audi,a5,22/02/2022
Toyota Innova خليجي,"35,000",95000,Perfect inside and out,Perfect inside and out,Dealer,Van,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2017,White, Dubai,GL,toyota,innova,07/05/2022
"Honda city 2018 under warranty til 100,000 km from honda","43,500",52000,"A bit of wear & tear, all repaired",Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2018,Black, Dubai,Other,honda,city,09/05/2022
AED1080/month | 2016 Volvo V40 2.0L | Full Volvo Service History | GCC specs | Ref#13251,"58,900",60451,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016,Blue, Dubai,Other,volvo,v-class,11/05/2022
JEEP GRAND CHEROKEE TRACK HAWK 2021 - NARDO GRAY - GCC - UNDER WARRANTY - EXCELLENT CONDITION,"395,000",12000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,700 - 800 HP,Gasoline,Left Hand Side,2021,Grey, Dubai,Other,jeep,grand-cherokee,23/01/2022
Pearl White Prado 60th Anniversary Limited Edition,"120,000",125800,"No accidents, very few faults","Minor faults, all fixed",Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015,White, Dubai,GX Basic,toyota,prado,11/05/2022
Inspected Car | 2014 Mercedes-Benz GL 500 4MATIC 4.6L | GCC Specifications | Ref#769,"95,000",155192,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2014,White, Dubai,GL 500 4matic,mercedes-benz,gl-class,16/12/2021
Moni cooper s low km very clean,"40,000",64000,Perfect inside and out,Perfect inside and out,Owner,Coupe,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2015,Red,Sharjah,Cooper S,mini,cooper,09/05/2022
Inspected car | 2016 Changan CS75 1.8L | GCC specifications | Ref#2003,"27,000",168424,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2016,White, Dubai,Other,changan,cs75,23/12/2021
Rare Pajero 3.5 V6 | 2.5 Gen | GCC specs | No Accident,"14,500",258,"A bit of wear & tear, all repaired","Minor faults, all fixed",Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,1999,Red, Dubai,GLS,mitsubishi,pajero,10/05/2022
AED935/month | 2018 Nissan Kicks 1.6L | GCC specifications | Ref#13344,"51,000",63702,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2018,Orange, Dubai,Other,nissan,kicks,09/05/2022
2020 LAMBORGHINI AVENTADOR SVJ *1 OF 900* | GCC SPECS | WITH WARRANTY+SERVICE,"2,250,000",5481,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,12,Automatic Transmission,GCC Specs,700 - 800 HP,Gasoline,Left Hand Side,2020,Yellow, Dubai,Other,lamborghini,aventador,14/03/2022
2016 GCC Mercedes E250 convertible low miles,"129,000",43000,Perfect inside and out,Perfect inside and out,Owner,Soft Top Convertible,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016,Silver, Dubai,E 250 CGI,mercedes-benz,e-class,19/04/2022
nissan patrol,"138,500",100000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2016,Black, Sharjah,SE Platinum,nissan,patrol,12/05/2022
Honda City 2015 for sale,"34,000",60000,"No accidents, very few faults",Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2015,Black, Dubai,DX,honda,city,12/05/2022
"WARRANTY AVAILABLE || STARLIGHT Rolls Royce Cullinan 2021 White-Ivory 9,000 KM","2,150,000",9000,Perfect inside and out,Perfect inside and out,Dealer,SUV,12,Automatic Transmission,Other,600 - 700 HP,Gasoline,Left Hand Side,2021,White, Dubai,Standard,rolls-royce,cullinan,09/04/2022
RESERVED! Mercedes Benz A250 Sport 2013 GCC - Warranty/FSH/Excellent condition!,"69,500",89976,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013,Grey, Dubai,A 250,mercedes-benz,a-class,28/10/2021
Inspected Car | 2013 GMC Acadia 3.6L | GCC Specifications | Ref#13443,"39,000",164263,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013,Silver, Dubai,Other,gmc,acadia,07/05/2022
GCC SPECS VOLKSWAGEN TOUAREG FULL OPTION IN PERFECT CONDITION,"34,500",144000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2011,Blue, Sharjah,Highline,volkswagen,touareg,07/05/2022
Volkswagen Golf TSI *Lady Use*,"50,000",172530,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2016,Grey, Dubai,Other,volkswagen,golf,27/04/2022
ORIGINAL AIR BAGS/SUPER TRACK PAK{MONTHLY 1150/=}ORIGINAL SEATS,"68,000",203500,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2018,Silver, Dubai,SXT Plus,dodge,charger,23/02/2022
GRAND CHEROKEE || V8 4x4 || SUNROOF || GCC || 0% DP || Mint Condition,"69,900",197999,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2015,Red, Dubai,Limited,jeep,grand-cherokee,02/03/2022
2021 JEEP WRANGLER SPORT PLUS V6 GCC 0Km With 3 Yrs or 60K Km WNTY,"180,999",8,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021,White, Dubai,Sport S,jeep,wrangler,02/04/2022
Dodge Ram TRX 2022 GCC,"385,000",0,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,8,Automatic Transmission,GCC Specs,700 - 800 HP,Gasoline,Left Hand Side,,Silver, Dubai,TRX,dodge,ram,25/03/2022
Clean family car,"28,000",113700,"Normal wear & tear, a few issues",Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2011,Black,Abu Dhabi,R 350 LWB 4matic,mercedes-benz,r-class,19/04/2022
Infinity QX50 GCC 1st owner both keys service history,"47,900",161000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2014,Grey, Dubai,Luxury,infiniti,qx50,24/02/2022
Inspected Car | 2013 Toyota Land Cruiser EXR 4.0L | GCC Specifications | Ref#12416,"95,000",163253,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013,White, Dubai,EXR,toyota,land-cruiser,26/04/2022
VOLKSWAGON BEETLE TURBO SPORT EDITION #GCC# WELL MAINTAINED # URGENT SALE AED 59500/-,"62,500",84000,Perfect inside and out,Perfect inside and out,Owner,Coupe,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016,White, Dubai,Turbo S,volkswagen,beetle,04/05/2022
Nissan Armada,"21,000",170000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,Other,Unknown,Gasoline,Left Hand Side,2009,Red, Abu Dhabi,LE,nissan,armada,19/04/2022
BMW 525i 2009 Excellent condition very clean has just been fully serviced .,"27,000",400000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2009,Black, Dubai,525i,bmw,5-series,13/05/2022
